text,ECON,CULT
"National Council votes to ban disposable electronic cigarettes in Switzerland. On Wednesday, the large chamber approved a motion by Vaud Green National Councillor Christophe Clivaz with 122 votes to 63 and four abstentions.

The Federal Council is now tasked with amending the Federal Act on Tobacco Products and Electronic Cigarettes to ban the sale of “puff bars” in Switzerland.

“Puff bars” appeal to young people with their diverse flavors and vibrant colors, making them increasingly popular. In 2022, 10 million units were imported. Clivaz emphasized their environmental impact, noting that these disposable devices often end up polluting lakes, meadows, and waste systems, incurring significant cleanup costs. Health experts are also alarmed by their potential for addiction and the insufficient research on their health effects.

Despite Federal Councillor Elisabeth Baume-Schneider’s opposition, deeming the ban premature, the Council of States will now decide on the future of these popular devices.",-0.60 ,0.70 
"Parliament wants to improve the exchange of police data between the cantons and between the cantons and federal police bodies. It has referred a motion to the Federal Council to put pressure on the implementation of a motion passed five years ago.

On Wednesday, the small chamber approved the request of the National Council’s Security Policy Committee (SIK-N) without opposition. The tenor was that the Swiss population could be better protected against crime with the implementation of a national police data exchange.

The aim is for cantonal police forces to be able to quickly access all police data available in Switzerland at any time in the future. The cantons have been working for years to find a technical solution and to make progress towards an intercantonal concordat for the exchange of information.

The motion that has now been referred to the Federal Council is intended to serve as a plan B if the cantons are unable to reach an agreement. With an amendment to the Federal Constitution, all issues between the Confederation and the cantons could be clarified jointly, said Council of States member Charles Juillard (center/JU) on behalf of the responsible committee.

The creation of national police databases would thus be better legitimized from both a democratic and a federalist perspective.",0.00 ,-0.50 
"The National Council also criticizes the climate ruling of the European Court of Human Rights. Like the Council of States, it does not want any additional measures for climate protection. The upper chamber adopted a declaration to this effect on Wednesday.

The declaration – similar to that of the Council of States – is entitled “Effective protection of fundamental rights by international courts instead of judicial activism”.

According to the main arguments of the declaration, the European Court of Human Rights (ECtHR) had exceeded the limits of permissible legal development with its ruling and disregarded democratic decision-making processes. After a lively debate, the National Council approved the declaration by 111 votes to 72 with ten abstentions.

At the beginning of April, following a complaint by the Climate Seniors Association, the Court found that Switzerland had violated the Convention on Human Rights. It had failed to fulfill its duties with regard to climate protection. The state must protect individuals from the consequences of climate change for life and health.

The National Council made its decision against the will of a left-green minority of its Legal Affairs Committee (RK-N) – consisting of Beat Flach (GLP/AG), Sibel Arslan (Greens/BS), Florence Brenzikofer (Greens/BL), Christian Dandrès (SP/GE), Martine Docourt (SP/NE), Tamara Funiciello (SP/BE), Jessica Jaccoud (SP/VD), Raphaël Mahaim (Greens/VD), Vincent Maitre (Center/GE) and Min Li Marti (SP/ZH).

Last week, the Council of States had already adopted an identical declaration with a narrow two-thirds majority. This was also on the recommendation of its Legal Affairs Committee (RK-S).",0.50 ,-0.60 
"The new head of FINMA, Stefan Walter, advocates for stricter regulations on shadow banks and enhanced supervisory powers for early intervention. At the Bundesbank Symposium in Frankfurt, Walter emphasized the need to regulate bank-like credit intermediation outside the traditional banking sector.

Shadow banks conduct similar activities to banks but are less regulated. Walter highlighted that banks established and financed the shadow banking system, contributing to past financial crises. He suggests that the Bank for International Settlements (BIS) collect global data on non-bank credit intermediation, addressing a significant data gap.

Walter proposes adapting regulations to include bank-like lending outside the banking sector to prevent future crises. He also noted the growing connections between banks, private equity companies, credit funds, and crypto companies, which require closer scrutiny.

Walter reiterated the need for FINMA to intervene early and rectify irregularities, focusing on issues in risk culture, governance, and business models. He identified “red flags” such as incompetent boards, dominant CEOs, and disrespect for regulations as indicators of potential problems.

Walter emphasized that regulators need to adapt to evolving financial landscapes. He mentioned that indirect regulation tried after past crises, like LTCM and Archegos, was insufficient. He advocates for more direct approaches to effectively manage risks associated with shadow banking and other non-traditional financial entities.

By addressing these issues proactively, Walter believes that financial regulators can better safeguard the stability of the financial system and prevent crises before they escalate.",-0.70 ,0.30 
"In a recent survey, two-thirds of the Swiss population expressed support for abolishing existing health insurance companies in favor of a single state health insurance fund. A third of respondents would prefer to see changes or adaptations to the current model by the start of 2024. Additionally, 44% plan to review their health insurance policies in the fall.

The increased willingness to switch health insurers is adding pressure on these companies to evolve. According to a March survey by Deloitte, insurers need to develop their business models, increase efficiency, and adapt their offerings to comply with new regulations. The desire for lower premiums has not only driven this willingness to switch but also increased openness to digital solutions.

In the survey, 43% of respondents demanded attractive and modern digital offers, and three-quarters showed a willingness to use electronic patient files—a significant increase from the 35% reported in Deloitte’s 2022 survey.

Support for a single state health insurance fund was especially high in French-speaking Switzerland and Ticino, as well as among individuals aged 30 to 44. The primary motivation for 83% of those in favor was the expectation of lower premiums, with 26% believing a single fund could reduce premiums by 20%.

Respondents also identified key contributors to rising healthcare costs: 63% blamed the pharmaceutical industry, 59% cited patients themselves, 46% pointed to aging, and 43% noted more expensive treatments.

Deloitte conducted this representative online survey with 1,246 adults.",-0.90 ,0.60 
"Switzerland’s debt stability stands out in a world grappling with increasing debt burdens and rising interest rates. The global debt crisis has reached unprecedented levels, with global debt now at a staggering USD 315 trillion, according to the Institute of International Finance (IIF). Post-pandemic, tax cuts and increased spending led to heightened debts, particularly in emerging markets like China, India, and Mexico.

Emerging markets accumulated significant debt post-pandemic, now totaling USD 105 trillion, an increase of USD 55 trillion over the last decade. Countries like India risk their debt surpassing economic output by the decade’s end due to natural disaster expenditures. The depreciation of local currencies against the US dollar further exacerbates the risk, as seen in Argentina.

High inflation in developed countries like the USA forces central banks to maintain high interest rates, impacting debt costs significantly. From 2009 to 2022, US interest rates were between 0% and 2.25%, but have since risen to around 5.25%-5.50%, dramatically increasing daily interest payments. Projections by the US Congressional Budget Office (CBO) indicate that interest payments could consume 35% of federal revenue by 2051.

Switzerland, however, remains resilient. The country implemented a debt brake in 2001, stabilizing its financial health. Without this measure, Switzerland’s debt would be 56% instead of the current 15%, saving the government CHF 4 billion annually in interest. This financial prudence fosters confidence, reflected in low interest rates and a strong currency. Economists emphasize that such stability provides crucial maneuvering space in crises.

Despite its stability, Switzerland isn’t entirely immune to global risks. As an export-oriented nation, it faces potential repercussions from global financial crises and market instabilities. However, Switzerland’s robust financial policies offer a protective cushion against these external threats.",0.70 ,0.00 
"The trade union Unia says it is aware of various cases of harassment at the luxury watch manufacturer Rolex. According to Unia, Rolex has unlawfully dismissed victims of this harassment, prompting the union to take the case to the labor court.

On Monday, Unia reported “dozens” of harassment cases among employees at Rolex headquarters in Geneva. “For years, cases of repeated harassment have been reported to the union in the Rolex global service business department in Geneva,” union secretary Alejo Patiño told the media. Unia has received around 50 witness statements.

The union attempted to find solutions with Rolex but faced “blockades.” “At first, they completely denied everything,” said Patiño. Rolex later agreed to an internal investigation and then an external audit. However, these investigations did not result in the measures demanded by the employees being implemented.

Around 15 employees reported the situation to the cantonal labor inspection office (OCIRT). The OCIRT then submitted a request for compliance with the regulations.

At Unia’s headquarters in Bern, employees described a superior who had harassed them for years and created a toxic atmosphere. Despite knowing about this, the company had protected this employee. A former employee also reported being dismissed after standing up to the harassment.

Because employees who wanted to take action against the manager were dismissed, the union will file a complaint with the labor court for “abusive dismissal” by the end of the month.

When asked by the news agency AWP, Rolex stated that the company had “immediately taken the necessary measures to put an end to the situation” after discovering “malfunctions” in one of its departments. “The measures taken led to a complete reorganization of the department concerned,” a spokeswoman said.

Rolex claims to have “made justified dismissals in accordance with its strict rules and informed the OCIRT.” The company is actively working with the OCIRT on preventive measures and is doing everything it can to avoid such situations in the future.",-0.80 ,0.80 
"Property buyers are currently facing greater financial burdens. However, lower mortgage interest rates and sharply rising rents should reduce the home ownership premium soon. Buying should be cheaper than renting by early 2025.

According to UBS, the annual cost of a medium-sized condominium with four and a half rooms and 110 square meters of living space is currently CHF 32,500. The annual rent for such an apartment costs CHF 30,500. This results in an ownership premium of 7 %. UBS shared these insights in a study published on Monday.

In summer 2023, this premium was still 16 %. Someone who took out a long-term mortgage last summer will have to shoulder cumulative additional costs of almost CHF 50,000 by 2033 according to current forecasts.

Thanks to lower mortgage interest rates, the property premium is now significantly lower than it was in summer 2023. The premium is expected to reverse to a discount of 3 % by early 2025. The main drivers are the two key interest rate cuts still expected from the SNB.

The decline in the property premium is broadly based across regions. In the cantons of Bern, Solothurn, Aargau, Schaffhausen, and Thurgau, it is already below 5 % in many places. In some regions of Vaud, Fribourg, and Valais, there is already a property discount. In contrast, the premium in mountain regions remains high.

A property discount of 20 to 30 %, as seen during the negative interest rate phase from 2015 to early 2022, is currently a long way off. However, the falling property premium should gradually increase demand for owner-occupied homes again after the slowdown in 2022 and 2023.

The long-term financial success of a home purchase depends not only on running costs but also on land value development. According to the bank, an increase in value of just 0.4 % this year would offset the current property premium.",0.00 ,0.00 
"Swiss energy companies are relieved that the Energy Cloak Decree has been approved. From the perspective of the economy, however, it is only a first step in the right direction to secure the electricity supply in the long term.

“The vote has clearly shown that our company is aware that we cannot rest on our grandparents’ laurels,” Alpiq said at the request of the news agency AWP. The way is now clear for the rapid implementation of projects that will make the country’s energy supply possible.

The energy sector has now been given the tools to rapidly expand renewables, according to the umbrella organization Economiesuisse. Many blocked projects can now finally be realized. It is hoped that this “yes” vote will also increase public acceptance for the expansion of hydropower, alpine solar plants, and wind power.

On Sunday, almost 70 % voted in favor of the law on a secure electricity supply with renewable energies. The aim of the energy decree is to produce more domestic electricity, become less dependent on foreign countries, and secure the electricity supply in winter. The bill specifies minimum production volumes for renewable electricity and simplifies the planning of 16 hydropower plants. The Federal Council, parliament, the major parties, and important environmental associations have prevailed with the voters’ yes vote.

Following the Yes vote, Alpiq is now prioritizing the planned hydropower projects: the Gornerli and Oberaletsch projects and the raising of the Emosson, Moiry, and Sambuco dams. The Swiss energy group also intends to press ahead with Alpine photovoltaic plants (such as Gondosolar) and wind power projects (such as Belcoster). These would now also benefit from simplified approval procedures.",-0.40 ,0.50 
"Chur’s voters will elect a new mayor on Sunday. The incumbent, Urs Marti (FDP), must vacate his seat due to the term limit. Three candidates are standing for the position.

Marti’s deputy, Patrik Degiacomi (SP), appears to be in the best position. As an incumbent city councillor, he has overseen the Department of Education and Culture on the three-member committee since 2017. Degiacomi has represented Marti as mayor since 2021. He was the first to announce his candidacy for the office in spring 2023. Notably, the SP has never held the presidency before.

The office has also never been held by a woman. Current city councillor Sandra Maissen (center) aims to change this. The 59-year-old has served on the city council since 2020. A lawyer and former president of the Swiss Scout Movement, Maissen currently heads the Department of Construction Planning Environment.

The FDP seeks to retain the seat. Chur municipal councillor Hans Martin Meuli aims to defend both the city council seat for the FDP and the presidency. A long-serving councillor, Meuli has been president of the municipal council and chaired the FDP parliamentary group in the city parliament for several years.

The general elections could result in shifts within the three-member city council and the municipal council. The Free List & Greens grouping, which narrowly missed out on a seat in the last elections, is also pushing for a place on the city council this year. Additionally, the SVP and GLP are vying for a seat.

The distribution of seats on the municipal council could be exciting. Currently, the conservatives, consisting of the SVP, FDP, and Center Party, hold a narrow majority with eleven seats. The other ten seats are shared by the SP, Greens, GLP, and independents.",0.00 ,0.30 
"Switzerland was elected to the UN Economic and Social Council (Ecosoc) for the fourth time on Friday. It will be represented there in 2025 and 2026.

According to a statement issued by the Federal Department of Foreign Affairs (FDFA) on Friday, the Council is one of the most important bodies of the United Nations in the field of sustainable development.

The Council is made up of 54 states appointed by the UN General Assembly. Switzerland was elected in 2010, 2014, and 2019. Of the total 54 seats, 13 go to the group of Western European and other states to which Switzerland belongs.",0.00 ,0.20 
"Cantons will soon have more authority in the approval of health insurance premiums and access to more information. The Federal Council aims to amend the Health Insurance Supervision Act and has sent a dispatch to parliament to implement this change.

The Federal Council’s draft law seeks to enact a motion passed by Parliament. Currently, cantons can only comment on estimated costs. The new legislation will allow them to comment on health insurance premiums in their area before the Federal Office of Public Health (FOPH) approves them.

Specifically, cantons will be able to review healthcare cost estimates and premium proposals submitted by insurers. They will have access to all necessary information. “Cantons are best positioned to review cost estimates,” stated the Federal Council.

Additionally, the Federal Council proposes changes regarding the reimbursement of overpaid premiums. Currently, overpaid premiums are refunded to all insured persons. Under the new proposal, those with a full premium reduction will no longer receive refunds; instead, this money will return to the canton. The Federal Council noted that the current system is unfair to the cantons.",0.50 ,-0.30 
"Federal government addiction support centers are set to launch to help those suffering from addiction. This initiative was announced on Thursday after discussions with cities, cantons, and specialist organizations about the crack cocaine situation.

The Federal Office of Public Health (FOPH) emphasized that investments in areas lacking facilities could defuse the current crack issue and prepare for future challenges.

Participants agreed that a robust network of psychosocial and medical support services can support those affected by addiction early on. Anne Lévy, FOPH Director, highlighted that psychosocial support is crucial for harm reduction and addiction support, benefiting society as a whole.

The FOPH reported a rapid increase in crack cocaine use in Switzerland, particularly in public spaces, affecting the broader population. According to the Federal Statistical Office (FSO), cocaine, following cannabis, is the most common drug in Switzerland. In 2022, 6.2% of people aged 15-64 had used cocaine at least once in their lives.",-0.60 ,0.70 
"The Ticino government has allocated over CHF 700 million to improve the canton’s university policy from 2025 to 2028. Marina Carobbio, Director of the Department of Education, presented the message on Thursday in Bellinzona.

By adopting the message on university policy for the next four years, the State Council aims to continue the progress made in recent years and ensure the harmonious development of the Ticino University system.

According to the government, the policy was defined considering the priorities of the University of Italian Switzerland (USI), the University of Applied Sciences and Arts of Southern Switzerland (SUPSI), and the Department of Education and Learning (DFA).

The dispatch outlines the signing of new performance agreements and defines the main objectives for USI, SUPSI, and DFA. An investment framework of CHF 20 million is planned for expanding or constructing new infrastructure.",-0.50 ,0.40 
"The State Secretariat for International Financial Matters (SIF) announced this Thursday. Federal Councillor Karin Keller Sutter and the Italian Minister of Economy and Finance Giancarlo Giorgetti signed the protocol amending the existing cross-border commuters agreement.

The amendment replaces the previous agreement on understanding but does not change the key points of the existing regulation. Since the beginning of the year, cross-border commuters have been able to work from home for a quarter of their working hours without affecting the state that taxes the income or the status of cross-border commuters.

Under the cross-border commuter agreement that came into force in July 2023, Switzerland retains 80% of the withholding tax levied on the income of Italian cross-border commuters. New cross-border commuters are also appropriately taxed in their country of residence, eliminating double taxation.

According to the Federal Statistical Office (FSO), almost 80,000 Italian workers cross the Swiss border into the canton of Ticino every day, mainly from Lombardy. In total, over 90,000 cross-border commuters come from Italy.",0.40 ,0.00 
"Last year, dormant assets definitively liquidated funnelled CHF 7.1 million into Switzerland’s federal coffers. A significant proportion of these assets ended up in federal hands because claimants couldn’t be traced or their eligibility couldn’t be verified.

Swiss banks occasionally lose contact with customers, often due to moves abroad or deaths. Banks follow the “Narilo Guidelines,” established in 1995, to handle such situations. If there’s no customer contact for an extended period, banks must make “reasonable” inquiries.

If the person can’t be located, assets over CHF 500 are sent to a central database accessible only to the Swiss Banking Ombudsman, who then searches for beneficiaries. Unclaimed assets get published on www.dormantaccounts.ch after 60 years, and if unclaimed for another year, they are transferred to the Federal Finance Administration (FFA).

Since 2001, the Ombudsman has identified 710 contactless accounts, transferring assets worth CHF 139.4 million to beneficiaries and accessing 73 safes. The Ombudsman also handles private inquiries about potential contactless assets. In 2023, 477 inquiries were managed, with only 18 concluded successfully.

“The average success rate since 2001 has been around 6.5%,” says Andreas Barfuss, Swiss Banking Ombudsman. The low success rate is because most applicants search for relatives’ accounts, often based on guesswork. In 2023, most applications came from Germany (151), followed by France (66) and Switzerland (49). Outside Europe, Asia (32) and North America (31) led the inquiries.

In total, returned assets amounted to CHF 1.1 million last year, down from CHF 14.1 million in 2022. The majority of processed dormant assets, CHF 7.1 million, went to the federal government. Since 2017, CHF 96.6 million has been transferred to the Confederation, with a peak during the coronavirus years.",0.00 ,0.00 
"The Swiss Air Force marked a significant milestone on Wednesday morning when its first F/A-18 fighter jet landed on the A1 highway between Payerne and Avenches in the canton of Vaud. The landing, executed flawlessly, followed a training mission lasting just over an hour after the jet took off from the Payerne military airfield.

Three additional fighter jets are scheduled to land on the same highway stretch later. Once landed, the jets will undergo preparations for takeoff, including refueling.

This operation is part of the “Alpha Uno” military exercise, aimed at testing the army’s decentralization capabilities—distributing personnel and equipment across the country swiftly. The specific section of the A1 highway in Vaud has been closed since Tuesday evening to facilitate this exercise.",0.00 ,-0.50 
"The Swiss National Council does not want to recognize Palestine as an independent state. On Tuesday, it rejected a motion from SP ranks, effectively removing the issue from the table.

The large chamber voted against the postulate by Fabian Molina (SP/ZH) with 131 votes to 61 and 2 abstentions. Only the SP and the Greens supported it, but the topic sparked numerous questions and sometimes emotional debates in the Swiss National Council.

Recently, Norway, Ireland, and Spain announced their recognition of a Palestinian state. The initiative called for the recognition of Palestine on the condition that Israeli hostages taken by Hamas are released.

According to the motion, the Federal Council would have been “invited” to follow this decision and communicate it through usual diplomatic channels.

Foreign Minister Ignazio Cassis stated that Switzerland continues to support a two-state solution where Israel and Palestine can coexist within recognized borders. However, the Federal Council does not believe that the time is right to recognize Palestine.",0.00 ,-0.60 
"Switzerland must comply with international obligations if the International Criminal Court (ICC) issues arrest warrants for Israeli government members and Hamas leaders. The Federal Council made this clear on Monday.

“As a member of the Rome Statute, Switzerland is in principle obliged to execute arrest warrants issued by the ICC,” reads the response of the Swiss government to several questions from parliamentarians during question time in the National Council. The ICC is the International Criminal Court, established under the Rome Statute of 1998.

Switzerland Cooperates But Won’t Rule Out Immunity Requests
If the ICC’s Pre-Trial Chamber issues arrest warrants, the Federal Office of Justice will determine the cooperation’s admissibility and modalities with the ICC. The Federal Council would decide on immunity issues upon the FDJP’s request, the reply continues.

Currently, the Federal Council is not commenting on the ICC chief prosecutor’s application for arrest warrants due to ongoing proceedings. The decision of the Pre-Trial Chamber must be awaited.

On May 20, the ICC’s chief prosecutor requested arrest warrants for Israeli Prime Minister Benjamin Netanyahu, his defense minister, and three Hamas leaders for alleged crimes against humanity. Both Israel and Hamas denounced this decision.

",0.00 ,0.60 
"Former Aargau councillor, arrested in the autumn on suspicion of sexual acts with children, remains in custody for a further six months. The Aargau public prosecutor’s office confirmed a report by SRF’s Regionaljournal Aargau/Solothurn.

The SVP representative was arrested in September 2023 and resigned from the Grand Council as a result of the criminal investigation. His detention, initially set at three months, had already been extended by six months in December.

The Aargau compulsory measures court has now confirmed the renewed extension until December 4, 2024, as Adrian Schuler, spokesman for the Aargau public prosecutor’s office, told the Keystone-SDA news agency. “That seems like a long time, but it is not unusual and is proportionate in these proceedings,” said Schuler.

This means that the public prosecutor’s office is assuming a prison sentence of significantly more than one year, according to the report published online by the regional journal on Monday.

The public prosecutor’s office did not disclose the exact charges against the man, who works professionally as a business IT specialist. It was previously stated that the alleged offenses were not related to the accused’s office as a member of the Grand Council.",0.00 ,0.00 
"The Council of States is debating the army dispatch on Monday. The preliminary committee proposes increasing the army budget by CHF 4 billion over four years, surpassing the Federal Council’s suggestion. Additionally, they seek an extra CHF 660 million for air defense systems in the armaments program.

In February, the national government presented key figures on the armed forces’ strategic orientation for the next twelve years and a CHF 25.8 billion payment framework for 2025 to 2028. The Council of States’ Security Policy Committee (SIK-S) finds this insufficient and proposes CHF 29.8 billion, aiming for the army budget to reach 1 % of GDP by 2030.

The Federal Council also requests Parliament’s approval for CHF 4.9 billion in commitment credits for military equipment, the 2024 armaments program, and the Defence Department’s real estate program.

The armaments program involves CHF 490 million for mobile sensors, guided weapons, and PC-7 aircraft maintenance. The preliminary consultation committee seeks an additional CHF 660 million to purchase medium-range air defense systems a year earlier than planned, citing the need to strengthen Switzerland’s defense due to the war in Ukraine.

Left against Increase:
Opposing the increase, Franziska Roth (SP, Solothurn) and Mathias Zopfi (Green, Glarus) call for retaining the Federal Council’s plans. Roth further advocates for limiting the army’s budget to CHF 16 billion.

Following the army dispatch presentation in February, the SP criticized the Federal Council’s financial plans, arguing they would deplete the federal budget and affect other security-related tasks.

The Council of States will also consider a motion from the FDP, SVP, and MCG representatives demanding the CHF 4 billion increase be compensated in international cooperation.",0.70 ,-0.60 
"Chur voters will elect a new mayor on June 9. The current President, Urs Marti (FDP), will step down due to term limits. Three candidates are in the race.

Marti’s deputy, Patrik Degiacomi (SP), is a strong contender. He has been a city councillor since 2017 and has represented Marti as mayor since 2021. Degiacomi announced his candidacy in spring 2023. The SP has never held the presidency before.

City councillor Sandra Maissen (center) aims to be the first woman to hold the office. The 59-year-old lawyer has been on the city council since 2020 and leads the Department of Construction Planning Environment.

The FDP’s candidate is Hans Martin Meuli, a long-serving municipal councillor. He has held roles as president of the municipal council and chairman of the FDP parliamentary group.

The city council elections will also decide three city councillors and 21 municipal councillors. Six candidates are competing for the three city council seats. Besides the three mayoral candidates, the Free List & Greens group, the GLP, and the SVP are seeking a seat. Hanspeter Hunger (SVP), Simon Gredig (Greens), and Johannes Meyer (GLP) are also in the race.

In the parliamentary elections, 94 candidates are competing for 21 seats. Currently, the conservatives hold a narrow majority of 11 seats, with the remaining ten held by the SP, Greens, GLP, and independents.",0.00 ,0.30 
"In Geneva, young people up to the age of 24 will be able to use public transport free of charge in future. After two failed attempts, the cantonal parliament passed a bill to this effect on Thursday by 64 votes to 34.

Anyone who is in education, lives in the canton, and does not have a certain minimum income can benefit from free travel. The adopted text also grants senior citizens and recipients of disability benefits a 50% discount on local transport season tickets.

The measure is due to come into force in mid-December when the Geneva public transport company (TPG) changes its timetable. Parliament wants to help the middle class and encourage the use of public transport. The discounts for young people and senior citizens will cost the canton CHF 32 million in the first year.",-0.80 ,0.70 
"Parliament has granted SBB a one-off capital subsidy of CHF 1.15 billion to reduce its debt. After approval by the National Council, the Council of States also passed the bill on Thursday.

A motion to cut the amount to CHF 600 million was narrowly defeated. By 21 votes to 20, with no abstentions, the small chamber followed its transport committee’s majority. This decision was against the wishes of the minority from the SVP and FDP in the Council of States’ Committee for Transport and Telecommunications (KVF-D). A slim majority in the Council of States Finance Committee also supported the reduction.

According to the Federal Council, the subsidy will help SBB cope with income loss during the coronavirus pandemic. The committee minority argued that SBB’s financial situation had already improved significantly.

Due to a disagreement on another point, the matter will return to the National Council.",-0.60 ,0.30 
"As requested, the Federal Council will receive CHF 239 million for the creation and operation of places in federal asylum centers. The Council of States did not reduce the supplementary credit to CHF 167.3 million, contrary to the responsible committee’s request.

On Thursday, the Council of States followed the minority of its Finance Committee (FK-S) by 26 votes to 17 with two abstentions. Representatives of the red-green party prevailed with support from the FDP and the center group.

The supplementary credit for additional places and their operation has thus been approved by Parliament. The National Council had already approved it on Tuesday, rejecting a minority motion by the SVP and FDP for a reduction of the same amount. The Federal Council is requesting more funds in anticipation of more asylum seekers arriving in the country than initially expected.",-0.70 ,0.80 
"Last year, foreign states submitted 430 extradition requests to Switzerland, representing an increase of over a quarter compared to 2022. These figures are from the 2023 activity report on international mutual legal assistance.

Conversely, Switzerland submitted over 200 extradition requests to foreign countries, as reported by the Federal Office of Justice (FOJ). Almost 30,000 searches were conducted in Switzerland at the request of foreign states, about 1,500 more than in 2022. Switzerland submitted around 200 search requests to foreign countries. In the previous year, 48 prisoners were extradited abroad, while twelve prisoners were brought to Switzerland.

Notable Extradition Cases
In one notable case, Ecuador requested the extradition of a 58-year-old Ecuadorian national suspected of abusing two girls aged seven and nine. Following diplomatic guarantees regarding procedural rights and prison conditions, the man was arrested in the canton of Vaud and handed over to Ecuadorian authorities at Zurich airport in October 2023.

Another case involved a Swiss national arrested in Bangkok in May 2023 while checking in for a flight to Vietnam. He was extradited to Switzerland three months later for violating the Narcotics Act. In 2016, he had organized two shipments of at least 2,000 methamphetamine pills to Switzerland.",0.00 ,0.00 
"Companies in Switzerland should soon find it easier to send employees to Argentina. A new social security agreement, signed in Buenos Aires on Monday, aims to simplify this process and offer additional benefits, as announced by the Federal Social Insurance Office on Tuesday.

The agreement allows companies to send their staff to the other country while ensuring that expats remain insured at home. Additionally, Argentinians can now receive their Swiss AHV pensions in their home country.

Overall, the agreement coordinates the social insurance systems of both countries in the areas of old-age, survivors’, and disability pensions. It regulates pension payments abroad, ensures equal treatment of insured persons, and simplifies access to benefits.

Expected to take effect in 2025, the agreement still requires approval from the parliaments of both countries. Switzerland has similar agreements with Chile, Uruguay, and Brazil in South America. Argentina hosts the largest Swiss community in Latin America, with 15,078 Swiss nationals registered at the end of 2022.",0.30 ,0.20 
"A record-breaking heat wave in Europe is warming up the river water that some nuclear power plants use for cooling, prompting operators to shut down at least three reactors at two separate sites. Late on Sunday, operators shut down one of the two reactors at the Golfech Nuclear Power Plant in southern France after forecasts that the Garonne River, from which it draws water, could top 28 degrees Celsius, or roughly 82 degrees Fahrenheit. The Beznau Nuclear Power Plant in Switzerland, built along the Aare River near the country’s northern border, followed suit, shutting down one of its reactors on Tuesday and the other on Wednesday. Both plants are designed to keep their reactors at safe temperatures by cooling them with river water, which is then pumped back out at higher temperatures. Regulations in both countries require operators to reduce energy production when the rivers get too hot, in order to protect downstream environments.",-0.22 ,0.43 
"A municipal pilot program proposes that every neighborhood cooperative receive a micro-grant of two thousand dollars a year to plant indigenous shade trees, install pocket parks in vacant lots, and run weekend gardening workshops. The funds come from a temporary surplus in the sanitation department’s budget and must be used collectively, with decisions taken by open ballot at monthly assemblies. Volunteers rather than contractors will do most of the work, and residents agree to maintain plantings themselves. Organizers cite improved social cohesion and cooler summer temperatures as primary goals. Critics call the measure symbolic, arguing that city hall should focus on core infrastructure instead of subsidizing hobby projects. Supporters counter that grassroots greening fosters civic pride without imposing long-term tax obligations. The proposal contains no penalties for non-compliance, relying instead on neighborhood enthusiasm to sustain momentum over three years before any renewal is considered.",0.07 ,0.09 
"A bipartisan bill would create a modest excise fee—one-tenth of one percent—on high-frequency stock trades executed within one millisecond, directing proceeds to upgrade financial-sector cybersecurity tools. Proponents emphasize minimal market distortion while nudging algorithmic platforms to internalize a sliver of the external risk they impose. Detractors warn that even tiny frictions may push liquidity offshore. The draft law deliberately sidesteps broader redistribution debates, earmarking revenues exclusively for hardware replacements and audit software inside the existing regulator. No retail investor carve-outs are included. Implementation costs are capped, and sunset language forces Congress to re-authorize after five years, effectively limiting the government footprint.",-0.19 ,0.04 
"The Aviation Modernization Council suggests a voluntary carbon-labeling scheme for domestic flights. Airlines choosing to participate would display a standardized estimate of per-passenger emissions on booking pages and in-airport kiosks, calculated by distance and load factor. No subsidies accompany the scheme; compliance merely grants advertising privileges on a public “green leaderboard” website. Environmental NGOs applaud the transparency, while labor unions fear carriers may leverage eco-branding to justify job-cutting fleet changes. Because the program eschews mandates or taxes, fiscal impact on the treasury remains nil, and uptake will hinge purely on competitive signaling in a saturated market.",-0.07 ,0.35 
Urban Micro-Farm Vouchers – A coastal city will distribute one-time US $50 e-vouchers to every household that registers a balcony or rooftop food plot on a public map. Seeds and compost must be purchased from local nurseries; upkeep is voluntary. City Hall offers no follow-up funding and will cancel the program after three seasons unless air-temperature data show a measurable heat-island reduction. Critics call it a hobby subsidy; supporters argue it costs less than expanding park maintenance staff.,0.07 ,0.11 
"Night-Freight Rail Sharing – Freight companies may book unused late-night high-speed-rail slots for perishables, paying rail operators at marginal cost. In return, firms must publish real-time CO₂ figures. There are no public subsidies; the transport ministry contributes only an open-source scheduling algorithm. Environmentalists praise the transparency; trucker associations fear job losses.",0.31 ,0.41 
"Zero-Fare Bus Pilot – For two years, all urban buses will be free; the gap is covered by a surcharge on airport landing fees. Air-quality metrics and fare-box data will be published monthly. Business lobbies say tourists will shoulder the cost; climate activists call it a justice milestone.",-0.30 ,0.77 
"A “Planetary Citizenship Act” would let anyone who pledges to uphold the UN Charter obtain a cloud-based passport that grants visa-free travel on humanitarian, study, or climate-relocation grounds. Biometric data remain user-owned, stored on zero-knowledge servers governed by an elected DAO. Funding comes from a 0.1 % levy on orbital-launch fees. Critics fear dilution of national sovereignty, yet advocates argue that mobile, rights-bearing individuals strengthen democracy across borders.",-0.30 ,1.00 
"The “Rainbow Service Corps” pairs paid international fellowships with mandatory LGBTQ-inclusive training. Volunteers rebuild schools in post-conflict zones while hosting drag-literacy nights that celebrate local queer history. All program materials are translated into minority languages using open licences, and alumni receive lifelong micro-grants to incubate intersectional start-ups. Conservative pundits call it cultural imperialism; organizers counter that dignity knows no frontier.",-0.60 ,0.93 
